,image_one,id_one,image_two,id_two,same_whale
155,f8d9daa19.jpg,new_whale,d810d0079.jpg,w_2a7f00f,False
156,318d08574.jpg,new_whale,2d5d412e1.jpg,w_a190a88,False
157,e6e9457a1.jpg,w_966f46a,1f4358722.jpg,new_whale,False
158,be1bbb27f.jpg,new_whale,1da9b5cb1.jpg,w_9b171a8,False
159,75a33f604.jpg,new_whale,ea94e1a0e.jpg,new_whale,False
160,6a744f6d8.jpg,w_1ca9ab1,05c85c8eb.jpg,w_335a58c,False
161,9af3031ef.jpg,new_whale,48ccd7cf7.jpg,new_whale,False
162,eed024c1b.jpg,new_whale,39b2e403b.jpg,new_whale,False
163,a746bbba7.jpg,new_whale,c69d45bba.jpg,w_0bfdcca,False
164,11b619eca.jpg,w_7d8c36f,4fa83ec0a.jpg,w_0277a07,False
165,f939d0ddd.jpg,w_ea91c50,3c23285f9.jpg,new_whale,False
166,91af65847.jpg,new_whale,8f758cf94.jpg,w_f74a89e,False
167,cf61a1389.jpg,w_02d138d,eb8f4546e.jpg,new_whale,False
168,3adfdbf50.jpg,new_whale,1fdbdbd0f.jpg,new_whale,False
169,7c94005c1.jpg,w_9fe60cd,055c8ba66.jpg,new_whale,False
170,fb8188b10.jpg,w_0ee9ae5,e5e73f102.jpg,w_0b1e4a6,False
171,19390f98e.jpg,w_428ca58,3cac7aed2.jpg,new_whale,False
172,b51330e50.jpg,w_d609d41,1d73664e6.jpg,w_e13f4e8,False
173,ba107f120.jpg,w_95c932d,39f7f67c5.jpg,w_ef62b09,False
174,a625592c3.jpg,w_b938e96,ab9b992c8.jpg,w_b9e5911,False
175,a9a2a6871.jpg,new_whale,57729591b.jpg,w_46c49e8,False
176,379cb6a22.jpg,w_5e94510,62b8ecf68.jpg,w_bef0a5d,False
177,3e659aad8.jpg,w_af5d5e3,a6b175132.jpg,w_99b7ba2,False
178,e2b4227db.jpg,new_whale,5f8d68179.jpg,new_whale,False
179,0918e42f2.jpg,w_4846b27,217931746.jpg,w_25f1a4e,False
180,96dd85f60.jpg,w_4e8ae1d,e3716a380.jpg,new_whale,False
181,69dee5e21.jpg,new_whale,77d1818da.jpg,new_whale,False
182,3659134a2.jpg,new_whale,5ce748a07.jpg,new_whale,False
183,10ef343e3.jpg,new_whale,43457c36e.jpg,new_whale,False
184,9ddc5d718.jpg,new_whale,5fc8150c1.jpg,w_2cdde18,False
185,a3fecae64.jpg,w_6cda039,7d39555d7.jpg,w_e54d8f6,False
186,854d6610c.jpg,w_dbf6385,32117b369.jpg,w_bf2b915,False
187,6f8ce65d2.jpg,new_whale,265c24207.jpg,w_91cdea4,False
188,ba6d9396b.jpg,w_859dbc3,12f5c4682.jpg,new_whale,False
189,9d2d26c60.jpg,w_57aeea3,d604a80bb.jpg,new_whale,False
190,8f94af03a.jpg,w_62c78f3,b813da573.jpg,new_whale,False
191,be22eb838.jpg,w_8da30ad,d49b0e260.jpg,new_whale,False
192,a2669e30e.jpg,new_whale,d2cbbf2db.jpg,w_e85af00,False
193,64994aa2c.jpg,w_71a1a08,db163ec35.jpg,w_fccac74,False
194,888340a28.jpg,new_whale,35a4f7a4d.jpg,w_91ed407,False
195,8248f1414.jpg,w_742f7f5,29e9b7ed6.jpg,w_6b57529,False
196,1eef410a0.jpg,w_88e4537,afb887236.jpg,new_whale,False
197,0d66aac0b.jpg,new_whale,0455267bb.jpg,new_whale,False
198,02dc197e1.jpg,new_whale,14848e39f.jpg,new_whale,False
199,3ced63ca9.jpg,w_c01c1f4,f6b359514.jpg,w_2a2bcf1,False
200,d12e0e58f.jpg,new_whale,05f71b26a.jpg,new_whale,False
201,6a6b0097c.jpg,new_whale,c7fc0b5ab.jpg,new_whale,False
202,e5b20258f.jpg,w_8b8dcf5,c87cd6610.jpg,w_ba4f96c,False
203,b7c4aa1b8.jpg,w_f787e93,2f8016d69.jpg,new_whale,False
204,6eabf54af.jpg,new_whale,0ace27aff.jpg,new_whale,False
205,45599b0f7.jpg,new_whale,2f54656d8.jpg,new_whale,False
206,599c47954.jpg,w_bd18f3c,a811514e4.jpg,new_whale,False
207,ed20901c2.jpg,new_whale,68917859b.jpg,w_39efa30,False
208,11236cbea.jpg,new_whale,1b6af70d0.jpg,w_0531ad5,False
209,520d5566c.jpg,w_20c0bc0,bfe4b9d1d.jpg,w_9664ca8,False
210,c3f218b9c.jpg,w_06471d5,5f4b305ed.jpg,new_whale,False
211,53613fa13.jpg,w_08630fd,b0b096e93.jpg,new_whale,False
212,98d862d51.jpg,new_whale,a838f4683.jpg,w_e3ceadb,False
213,fdf36faf0.jpg,new_whale,40f450736.jpg,new_whale,False
214,ac8319be9.jpg,w_e7699fa,c0a34f54c.jpg,new_whale,False
215,46afa36d8.jpg,w_1344da3,d86d4d0ba.jpg,new_whale,False
216,53c38d05a.jpg,w_f74a89e,781fd41a2.jpg,w_21b3c7e,False
217,1d40374cf.jpg,w_2b069ba,5695abeef.jpg,new_whale,False
218,879a8b7bc.jpg,new_whale,43f439ae8.jpg,new_whale,False
219,b0b395137.jpg,new_whale,be8712a6a.jpg,w_c058057,False
220,3bc2cbf57.jpg,new_whale,269d81822.jpg,w_2ab34d0,False
221,59a1d21e3.jpg,new_whale,bd852ce34.jpg,new_whale,False
222,a174214ee.jpg,w_d11ce9a,b1df74610.jpg,new_whale,False
223,4e4474164.jpg,w_d66d8f4,d05705762.jpg,w_c16cb2c,False
224,f21a0852a.jpg,w_5ae026a,21bf09514.jpg,w_f61b957,False
225,04ba76e7a.jpg,new_whale,64894ec3f.jpg,w_f829227,False
226,2d5d412e1.jpg,w_a190a88,67954ab7c.jpg,new_whale,False
227,1d22f7b5d.jpg,w_560305a,a94621511.jpg,w_a8b0ec1,False
228,7225578ee.jpg,w_9b5109b,7c240f090.jpg,new_whale,False
229,9b0a6a302.jpg,new_whale,abe69da75.jpg,w_e740b27,False
230,8d3104193.jpg,w_3756834,ab893187f.jpg,new_whale,False
231,d5fc4ecf9.jpg,new_whale,46919e45f.jpg,w_7e2eb3d,False
232,a9e32c996.jpg,new_whale,bcb504542.jpg,w_a63cd8d,False
233,5c404b525.jpg,new_whale,393a27ead.jpg,w_10bb1ba,False
234,1de580f9f.jpg,w_9da1811,e3716a380.jpg,new_whale,False
235,196f97991.jpg,w_fbfe96b,87f3e33b8.jpg,w_a059841,False
236,e14261efa.jpg,new_whale,c0127fb8b.jpg,w_a8c2847,False
237,2092d90b2.jpg,w_7fe4082,cf83d6281.jpg,w_bfcad53,False
238,a57d62edf.jpg,w_7e38d10,0617cbeed.jpg,new_whale,False
239,6ff1457c7.jpg,new_whale,106f7086f.jpg,w_9b3076d,False
240,651f18b4a.jpg,w_d8dda8d,ea3df1d0d.jpg,w_9a9a2c8,False
241,c16462d8e.jpg,w_7d44896,7164278eb.jpg,new_whale,False
242,614f8d72e.jpg,new_whale,8b81569f6.jpg,w_ed50c26,False
243,6b29760e3.jpg,w_697c75f,6fff7a7d0.jpg,w_d588ecb,False
244,428e8c768.jpg,w_20dfb69,bf69d7456.jpg,w_4c07458,False
245,763cea205.jpg,w_32da935,e9fec27e1.jpg,w_6822dbc,False
246,458bb4815.jpg,new_whale,b69757f85.jpg,new_whale,False
247,b686911e1.jpg,w_817d53c,425e8dc0c.jpg,new_whale,False
248,f89ba379e.jpg,w_e2372d6,59a149ef2.jpg,new_whale,False
249,619c7b55b.jpg,w_75f6ffa,340287cec.jpg,w_e74475b,False
250,09b1b73b5.jpg,w_1b7eaad,a008c9f21.jpg,new_whale,False
251,8da7a67ef.jpg,w_107b98e,93211c4ae.jpg,w_d3b1733,False
252,2f54656d8.jpg,new_whale,0829ae94e.jpg,w_04003e9,False
253,ca0d5d347.jpg,w_7aea0b8,77a5d0fa1.jpg,w_13aa123,False
254,28747c0e1.jpg,w_f86b16b,49b61df70.jpg,new_whale,False
255,8fcca81ec.jpg,new_whale,574661c68.jpg,w_40a8585,False
256,e932b9c13.jpg,new_whale,1d72c0da7.jpg,new_whale,False
257,e04ba62ea.jpg,new_whale,0a37cb554.jpg,w_5c083e6,False
258,db2208b29.jpg,new_whale,2774bb0cf.jpg,w_2af46a8,False
259,3d2886169.jpg,w_5a2634c,fa4f28cfc.jpg,new_whale,False
260,0ddc09d88.jpg,w_5f20f03,49b551eb5.jpg,w_c566a3d,False
261,54b3f0a87.jpg,w_242fb46,f21293f61.jpg,new_whale,False
262,0ddc00629.jpg,new_whale,e7e9cc786.jpg,w_8da30ad,False
263,6e586f2c8.jpg,w_fc0cb69,51099d76b.jpg,new_whale,False
264,d7a03ac84.jpg,w_ea902fb,f724c5c64.jpg,w_3b3f3ce,False
265,d74d08778.jpg,new_whale,c1ffd7210.jpg,new_whale,False
266,25ce0baf6.jpg,w_a589923,d9203db3e.jpg,w_a7067d1,False
267,7f0afe039.jpg,new_whale,438cd2452.jpg,w_0bc078c,False
268,ce085cbf9.jpg,new_whale,27ba4ba60.jpg,w_2b4b82e,False
269,d485815e6.jpg,w_343f088,5fe9cf09b.jpg,w_579e5f0,False
270,3071bc26f.jpg,w_e06d673,2e524dc4c.jpg,w_2e374c0,False
271,eac0c8053.jpg,new_whale,f350d57ad.jpg,new_whale,False
272,9797862df.jpg,new_whale,c588dfa8a.jpg,w_cafaa6f,False
273,f74be3231.jpg,new_whale,e9924de0f.jpg,new_whale,False
274,2597ae7f2.jpg,w_d236b51,b20131b0e.jpg,new_whale,False
275,eebbb2e0c.jpg,new_whale,6e42ecb6f.jpg,w_5e8e218,False
276,8c98bc0cb.jpg,w_c8901c6,03b7870be.jpg,new_whale,False
277,9c441dbc8.jpg,w_c01c1f4,cdf4c2501.jpg,w_75f6ffa,False
278,de1866ae3.jpg,new_whale,1e58763df.jpg,new_whale,False
279,362733513.jpg,w_d1f35d6,3cdd4910d.jpg,new_whale,False
280,fabc19a85.jpg,w_659bdb8,dd3f53653.jpg,new_whale,False
281,e5acf3f1d.jpg,w_e66ced8,c797aaf28.jpg,w_25d662d,False
282,91f7c0775.jpg,new_whale,cba17e3a7.jpg,new_whale,False
283,e109a3fd9.jpg,w_ac0f6c4,e4d0b6d60.jpg,new_whale,False
284,c91de4093.jpg,w_83a4279,62fb882de.jpg,new_whale,False
285,103823f5c.jpg,new_whale,36ee01556.jpg,new_whale,False
286,c588dfa8a.jpg,w_cafaa6f,d113dcc63.jpg,w_50e2184,False
287,d5551f265.jpg,w_03670aa,463451db0.jpg,w_f602022,False
288,c1a21e4d6.jpg,w_95c932d,46ae38d93.jpg,new_whale,False
289,3c08f5eda.jpg,w_2b069ba,9b62c8a59.jpg,w_94a7669,False
290,2a982b13b.jpg,w_d9aecac,0951c2b3a.jpg,w_16dfac7,False
291,cc7dfa0b7.jpg,w_7d4d7cd,7fa8ca1a9.jpg,w_a5a0a57,False
292,77e994ff6.jpg,w_af367c3,f492355a9.jpg,w_df86a42,False
293,faad2501c.jpg,new_whale,57c7b4462.jpg,w_bd4c2f4,False
294,d3918f263.jpg,w_4fdff73,088e1d1b8.jpg,new_whale,False
295,51ce25ad7.jpg,new_whale,3a7c489f1.jpg,w_2e9d1b5,False
296,e5a57148b.jpg,new_whale,a1b2f7fe3.jpg,w_2f94559,False
297,476c2eb33.jpg,new_whale,9ea91bcb0.jpg,w_ea7bc89,False
298,8466c262f.jpg,new_whale,82c6aedf9.jpg,new_whale,False
299,f9268fa22.jpg,new_whale,840905c1a.jpg,w_dea40e2,False
300,cceea5f1f.jpg,w_6cfa650,19fa66998.jpg,new_whale,False
301,40cd8a927.jpg,new_whale,e58cc6e12.jpg,new_whale,False
302,ba42eaf2c.jpg,w_f812227,e68ae158a.jpg,w_8431ae8,False
303,858135958.jpg,w_6eb10d2,9d8974788.jpg,new_whale,False
304,bd3ba5e32.jpg,w_b3ca4b7,c9053e6cc.jpg,w_4e01dd9,False
305,dc891c82e.jpg,w_01cbbbd,bb644097a.jpg,w_726c717,False
306,ddfa69c00.jpg,w_878f5ba,64dee9839.jpg,new_whale,False
307,b2e7f66a2.jpg,new_whale,cb5342060.jpg,new_whale,False
308,279f72da9.jpg,w_d6d5928,a82347a8c.jpg,w_b93105d,False
309,167b920dc.jpg,w_fc6f897,c700f8c72.jpg,w_5258623,False
310,f189e71d7.jpg,new_whale,8c623697b.jpg,new_whale,False
311,c096a5371.jpg,new_whale,1f28270e6.jpg,w_7ff9682,False
312,5279c6427.jpg,new_whale,191958549.jpg,w_3879fa0,False
313,7b67da7c7.jpg,w_2f8de4f,bfb4fb107.jpg,w_f497e3f,False
314,cb01491c7.jpg,w_62c78f3,6f5dc5f62.jpg,new_whale,False
315,e427626ca.jpg,w_b2ef717,168d424e6.jpg,new_whale,False
316,f5ac3f17f.jpg,w_3b03149,ae0ad16af.jpg,w_d405854,False
317,5bc94a72c.jpg,w_6cda039,cefa6b56a.jpg,new_whale,False
318,df7929a18.jpg,new_whale,1a7607dca.jpg,new_whale,False
319,5b2280fc8.jpg,w_e16924b,ff106530c.jpg,w_c01c1f4,False
320,dd818c844.jpg,w_6b00c91,648750eda.jpg,new_whale,False
321,345f0a089.jpg,w_551165a,2a5b2c31b.jpg,w_5597026,False
322,a5eac50c0.jpg,w_948268e,792be1e55.jpg,new_whale,False
323,94efe58e9.jpg,new_whale,ece0db7b3.jpg,w_5652083,False
324,56bf3d918.jpg,new_whale,7e7fbb1e6.jpg,new_whale,False
325,8121b306c.jpg,new_whale,7745ac318.jpg,new_whale,False
326,e4451a224.jpg,new_whale,53a3ead5f.jpg,new_whale,False
327,161548ded.jpg,w_698fcbe,5069af2f0.jpg,w_b3ca4b7,False
328,a5a529bf1.jpg,w_1032bb6,9d2be2cb6.jpg,w_e27bbf6,False
329,cefd19d23.jpg,new_whale,49030aebb.jpg,w_42e0e40,False
330,7c1629340.jpg,w_8075847,84a58826e.jpg,new_whale,False
331,be0107c1f.jpg,w_40a1403,15b0a1013.jpg,w_4dcc907,False
332,15912c4ac.jpg,w_f765256,0489c432d.jpg,new_whale,False
333,b688d1d62.jpg,w_89f6097,3591d4c06.jpg,w_efe3a39,False
334,09cacb84d.jpg,w_146208a,e44d9a1e9.jpg,w_d8b4a5d,False
335,7c26de565.jpg,new_whale,a4ae3428f.jpg,w_be4f189,False
336,879d1b492.jpg,new_whale,9b20f68fa.jpg,w_bfe6992,False
337,ed36c4ee2.jpg,new_whale,50fee4a03.jpg,new_whale,False
338,5f0b6cfa3.jpg,w_71d5ba2,1ff00017a.jpg,new_whale,False
339,e1b7d542d.jpg,new_whale,a93955ecc.jpg,new_whale,False
340,d1f5b17b2.jpg,w_bf41c21,928a3e1b0.jpg,w_cdc55a8,False
341,d9e520eba.jpg,new_whale,6b049fd9e.jpg,w_939423d,False
342,c9806e91d.jpg,w_4ab3420,872375b48.jpg,w_7571b52,False
343,5e8199127.jpg,new_whale,0d27a931a.jpg,new_whale,False
344,1d0738836.jpg,w_70e9661,1cc294ff9.jpg,w_c63c580,False
345,61ec072ca.jpg,new_whale,63c95c4cb.jpg,new_whale,False
346,566cbbbb2.jpg,w_4312b77,1e592515e.jpg,w_be1dbc1,False
347,7c2afdebf.jpg,new_whale,270e39506.jpg,w_7e2eb3d,False
348,fc505b1fe.jpg,w_2b069ba,a64e475bd.jpg,w_f6c5343,False
349,c558ec9b5.jpg,w_e818b1a,cbd8c40a2.jpg,w_8b86b95,False
350,5215b7b46.jpg,new_whale,63b5408c3.jpg,w_d405854,False
351,4838a0fdb.jpg,w_48872ad,7068b4dc8.jpg,w_c27e664,False
